Unnamed: 0,customer_age,customer_sex,customer_number_of_dependents,customer_education,customer_civil_status,customer_salary_range,customer_relationship_length,customer_available_credit_limit,credit_card_classification,total_products,period_inactive,contacts_in_last_year,credit_card_debt_balance,remaining_credit_limit,transaction_amount_ratio,total_transaction_amount,total_transaction_count,transaction_count_ratio,average_utilization,account_status_knn
13,39.0,1,2,1.0,2.0,5.0,27,15028.1023241325,1,4,2,3,0,15028.1023241325,0.505072856465554,2239.0,36,0.456596463879966,0.0,0
14,57.0,0,1,4.0,2.0,3.0,42,8967.88080845226,1,2,2,1,1389,7578.07777083229,0.85545935323922,7477.200000000001,105,0.942254254608206,0.17329785059821,0
15,41.0,0,2,4.0,3.0,5.0,28,5298.12925801721,1,5,2,1,2272,3025.88156051829,0.93048643144529,6571.0,83,0.781364097158899,0.43205316188857,0
16,54.0,1,1,1.0,3.0,1.0,48,2645.45443147208,1,4,3,3,1775,869.96234933806,0.653918655411971,1847.0,48,0.705289161477977,0.595127619332163,0
17,59.0,1,1,4.0,3.0,1.0,45,9693.46633379034,1,3,2,2,1851,7842.00499549937,0.681065349886828,1871.0,56,0.590000299160244,0.312672353085128,0
18,48.0,1,3,1.0,2.0,1.0,32,8752.46668514397,1,6,2,1,0,8752.46668514397,0.767001074843437,1564.0,31,0.586659742249196,0.0,0
19,46.0,1,3,2.0,2.0,2.0,41,3988.25212513018,1,4,2,2,0,3988.25212513018,0.718103016589036,2652.0,43,0.844036531142977,0.0,1
20,35.0,1,3,3.0,2.0,1.0,21,8580.0879726789,1,1,1,2,1107,7472.69067888955,0.74554341790006,7477.200000000001,85,0.733695860443766,0.131262389810316,0
21,42.0,0,2,2.0,2.0,1.0,31,5733.7014945916,1,4,2,2,749,4984.37825110338,0.714523219960296,4389.0,73,0.834609203247691,0.0823309874062781,0
22,47.0,1,2,4.0,3.0,2.0,43,8857.98059014061,1,4,2,4,1190,7667.91584450439,0.983264774596477,4054.0,77,0.75604417736651,0.136621958362094,0
23,46.0,0,3,1.0,2.0,4.0,36,18825.100000000013,1,18,2,5,1034,32077.8143564042,0.560722924171272,2100.0,37,0.433122815922648,0.0303077514151542,0
24,51.0,1,2,2.0,3.0,1.0,42,2590.96529598968,1,2,1,3,1944,646.093619785082,0.666726884079416,4332.0,78,0.782498353167022,0.744410251932249,0
25,51.0,1,1,3.0,3.0,2.0,46,2960.71663588521,1,3,1,2,1226,1734.66556507919,0.64183762605608,4932.0,72,0.598968135979607,0.516222606275805,0
26,44.0,0,3,3.0,3.0,1.0,34,2939.06568134911,1,3,3,3,1136,1802.57260419955,0.827472716523903,4467.0,56,0.832833757020488,0.538236925805072,0
27,49.0,0,2,2.0,3.0,4.0,40,4506.12854890083,1,5,1,2,1907,2598.54038374875,1.35398054426428,1750.0,38,0.576748689500412,0.541870745873887,0
28,43.0,0,2,4.0,3.0,2.0,38,3064.06939732378,1,2,1,1,1377,1686.0900157349,0.579896841856729,4499.0,73,0.708074627852055,0.453215099921354,0
29,52.0,1,3,1.0,3.0,1.0,43,5455.01705220361,1,3,1,3,1688,3766.82053430795,0.639717783303152,1780.0,33,0.638554899810269,0.417923707347993,0
30,42.0,0,3,3.0,3.0,1.0,31,2259.51766832027,1,4,1,2,1669,589.857953589944,0.816441515247914,4559.0,68,6.87622331576551,0.705218744744692,0
31,43.0,0,2,2.0,3.0,3.0,32,7732.7910808071,1,4,3,3,358,7374.5951495213,0.989238004370803,7477.200000000001,38,1.38183287670352,0.0412668123601145,0
32,43.0,0,1,3.0,3.0,2.0,37,18825.100000000013,1,5,3,1,0,21442.0856405943,1.0736148825187,4149.0,71,1.02692880096873,0.0,0
33,31.0,1,0,3.0,2.0,1.0,19,2304.22608330355,1,4,3,3,643,1660.45731431265,0.846921921933355,2042.0,36,0.440809952810886,0.271655941736205,0
34,47.0,0,2,2.0,3.0,1.0,35,10756.1192635582,1,3,1,1,938,9817.12314171042,0.706222806029718,6402.0,77,0.709259064656761,0.0863155271991597,0
35,48.0,0,2,2.0,1.0,2.0,35,3070.41777525061,1,5,1,1,1469,1600.70895031883,0.749614282302928,5094.0,77,0.834896781705941,0.478632260568647,0
36,43.0,1,2,4.0,2.0,2.0,34,7293.08760007173,1,4,2,2,1762,5531.06967609949,0.79647053655635,4036.0,78,0.882806466755258,0.278260982847138,0
37,52.0,0,1,3.0,3.0,3.0,40,4035.06209901712,1,3,2,1,1466,2568.16270449485,0.707446744786395,4956.0,81,6.41434318172616,0.346659762235639,0
38,44.0,1,3,2.0,2.0,1.0,34,5019.58006552793,1,2,2,1,1245,3774.44487465721,0.708,3975.0,55,0.844220598168842,0.28578343998637,0
39,54.0,0,2,3.0,3.0,4.0,48,14938.1324137,1,2,1,2,336,1322.96712055271,0.648052956347586,2548.0,36,0.387387097942398,0.17583446280004,0
40,36.0,1,1,4.0,2.0,1.0,35,2451.8349103883,1,4,3,1,1497,954.410424837426,0.622285701313913,4871.0,84,0.754824176822007,0.622318810038861,0
41,44.0,0,2,1.0,3.0,4.0,33,18825.100000000013,1,3,1,1,1310,33189.2684770656,0.842176529616267,6739.0,74,0.66040871051096,0.0377941324040666,0
42,63.0,1,0,2.0,2.0,1.0,53,5679.09610438317,1,3,5,2,550,5128.29004773227,0.980010959494886,1644.0,33,0.484885072984215,0.11484736355965,0
43,54.0,1,2,3.0,3.0,1.0,44,2902.1964243016,1,5,1,3,2139,763.016653737769,0.607209650187498,1414.0,32,0.554651481660639,0.737077884150265,0
44,37.0,0,2,3.0,2.0,3.0,24,18825.100000000013,1,3,3,3,975,30544.3410681039,0.609384582043361,3064.0,68,0.777497401592136,0.0285632308712723,0
45,50.0,1,2,3.0,3.0,1.0,45,18825.100000000013,1,3,2,2,801,24517.470069347,0.725844657182652,4032.0,78,0.687345035352494,0.0380860697532024,0
46,46.0,0,1,3.0,2.0,3.0,34,11396.1184145725,1,4,2,3,0,11396.1184145725,0.653686513170922,2040.0,33,0.51578422976468,0.0,0
47,42.0,0,0,3.0,2.0,3.0,36,12251.167299529,1,3,3,5,0,12251.167299529,0.615944772018516,7477.200000000001,42,0.630799744604741,0.0,0
48,42.0,1,2,2.0,3.0,1.0,35,4543.49976824751,1,4,2,4,1821,2721.60761637763,1.09886232153601,2633.0,55,0.947561594395429,0.428243296533484,0
49,46.0,0,3,3.0,3.0,1.0,40,3294.41341922002,1,2,2,2,2193,1100.60653680767,0.818185925632964,2368.0,38,0.479253792160823,0.838988819701011,0
50,41.0,0,2,1.0,3.0,5.0,37,7422.50453645753,1,3,2,2,1952,5470.25422057184,0.673043327442738,3802.0,59,0.746234142761082,0.681072411515017,0
51,43.0,0,3,3.0,3.0,1.0,32,2667.36278396561,1,27,1,3,1760,906.962054708311,0.681823927102296,2930.0,47,0.875030157408693,0.631107970197321,0
52,49.0,0,3,3.0,2.0,2.0,42,8384.30242576435,1,5,2,2,2033,6350.9385226652,0.749450731090337,2800.0,49,0.46831121919148,0.385756098316021,0
53,71.0,1,2,4.0,2.0,2.0,30,2563.11957706212,1,4,2,1,933,1629.17075668714,0.726742260236404,3475.0,71,0.608984856050425,0.219462811281296,0
54,47.0,0,3,4.0,3.0,3.0,42,2854.94246045632,1,4,2,1,1620,1234.71624687107,0.685452637651509,4286.0,69,0.800308788792306,0.569222163755276,0
55,37.0,0,1,4.0,2.0,5.0,17,18825.100000000013,2,1,2,3,1537,32422.6538473998,0.597667566444552,7477.200000000001,84,0.641874713916126,0.0461795551862081,0
56,49.0,1,2,3.0,2.0,2.0,43,5331.30543688013,1,3,1,2,623,4708.28959516314,0.531304223904571,1619.0,42,0.525596669262575,0.127292445358004,0
57,57.0,1,2,3.0,3.0,1.0,39,2421.96634593651,1,3,2,1,1994,427.613453767709,1.15713973397946,2397.0,46,0.682236859894123,0.811782565288809,0
58,39.0,1,2,2.0,2.0,2.0,32,4962.8742152787,1,5,1,2,1204,3758.18912298362,0.756265139793505,3620.0,80,0.785570212178962,0.305478713131836,0
59,47.0,1,2,3.0,3.0,1.0,40,9846.96894287826,1,4,1,1,627,9219.51866298459,0.566121643183551,3226.0,62,0.682332704112737,0.0693004786748231,0
60,42.0,0,3,1.0,3.0,1.0,36,7046.09072629964,1,1,3,2,946,6099.45717300316,0.812720363044506,7477.200000000001,80,0.741330792077957,0.173118547821975,0
61,53.0,1,2,3.0,3.0,1.0,36,1449.0,1,2,3,3,0,1438.3,0.502888229526717,7477.200000000001,40,0.297601707164592,0.0,0
62,52.0,0,0,4.0,3.0,2.0,42,3514.41486663545,1,5,2,3,1035,2479.01596049839,0.947330095865021,7477.200000000001,66,1.06086119789019,0.464619748825817,0
63,50.0,0,3,1.0,3.0,5.0,39,11649.4145519849,1,6,4,3,1836,9813.05957947645,0.762322513745752,4530.0,53,0.843221680988042,0.168352898626809,0
64,47.0,0,3,3.0,3.0,3.0,36,3025.68846857923,1,4,1,1,0,3025.68846857923,0.678365922602586,1350.0,24,0.841702973002871,0.0,1
65,54.0,0,1,3.0,2.0,1.0,36,11214.4583455152,1,3,5,0,218,10995.7233299214,3.13624096604046,1866.0,23,2.9982761299891,0.0328837943712066,0
66,51.0,1,2,2.0,3.0,1.0,38,4729.91891031395,1,4,1,2,1161,3567.93723379641,0.589333633910723,3288.0,73,0.571672154083437,0.398293642082631,0
67,43.0,0,1,3.0,3.0,1.0,37,4036.19551915686,1,4,2,3,1096,2940.17646480935,0.590373876358729,4426.0,74,0.672188398097877,0.266231578804271,0
68,47.0,1,2,3.0,3.0,1.0,39,2100.32843490373,1,3,1,2,1514,586.206281274423,0.778831744709762,7477.200000000001,82,0.809332108725932,0.729140455419311,0
69,52.0,0,3,4.0,2.0,1.0,44,4133.42452903631,1,2,2,1,1025,3107.76767655977,0.954226787487555,1847.0,74,9.76107079437941,0.248941819982049,0
70,47.0,1,2,2.0,1.0,1.0,35,5694.13441643296,1,5,3,0,330,5363.47047727144,0.852041908665168,3655.0,78,0.763493705622543,0.0441093807206947,0
71,41.0,0,1,1.0,2.0,3.0,25,18825.100000000013,1,2,2,2,1455,29222.721055999,0.775942044538175,7477.200000000001,106,0.72688911154315,0.0493424000527234,0
72,61.0,1,0,2.0,3.0,2.0,41,7242.51668833429,1,5,3,2,1831,5411.352886857,1.06884934327592,3066.0,66,0.484849342591146,0.3938392310845,0
73,48.0,1,2,1.0,3.0,2.0,37,16701.5884580181,1,3,2,3,354,16347.500522123,0.702951227477343,2404.0,48,0.629330174750008,0.0298102779706365,0
74,45.0,0,3,3.0,3.0,4.0,36,18825.100000000013,1,2,3,2,2368,23242.1598785944,0.665754897063571,7477.200000000001,92,0.721366907023604,0.093700170448684,0
75,46.0,1,0,3.0,2.0,1.0,34,9637.8375576396,1,5,1,1,2089,7548.43745911375,0.765509214481498,3761.0,78,0.572739088906069,0.218367604034157,0
76,55.0,0,3,1.0,3.0,4.0,48,15811.032266341,1,5,2,3,1078,14732.5698665405,0.556077588496157,2842.0,70,0.682173645385605,0.0639224115038427,0
77,45.0,1,2,4.0,3.0,1.0,30,2024.38561963871,1,5,2,2,0,2024.38561963871,0.76245168517712,2631.0,45,0.654886290411897,0.0,1
78,50.0,0,3,3.0,3.0,1.0,36,18825.100000000013,1,36,2,1,2218,411.73408404295,0.694814263869261,4520.0,84,0.745227193100699,0.831307919749732,0
79,47.0,1,2,3.0,3.0,1.0,36,3032.86182968956,1,5,1,3,1209,1822.90984243093,0.79836854109143,3588.0,55,0.664713444043253,0.46907386026743,0
80,42.0,0,1,4.0,2.0,2.0,27,4588.65192613597,1,3,2,3,0,4588.65192613597,0.491384936206532,2110.0,44,0.522133893535302,0.0,0
81,66.0,0,1,2.0,2.0,4.0,45,4420.87731223245,1,4,1,1,1475,2944.94539029649,0.777384751365429,1847.0,60,0.637941812749099,0.333224184003395,0
82,49.0,0,2,4.0,2.0,4.0,38,7665.10057700552,1,4,2,1,562,7102.69677482375,0.735678104821069,5518.0,78,0.849300347432912,0.0373819987561294,0
83,37.0,1,3,2.0,2.0,4.0,27,3333.86191212115,1,3,2,3,1483,1850.83645542543,0.510847573147213,1847.0,15,1.33548125160605,0.414837800254058,0
84,42.0,0,3,3.0,3.0,3.0,33,8644.1445686491,1,2,2,2,1903,6741.0507995593,0.681692776277555,7477.200000000001,106,0.61825703503674,0.227079424979589,0
85,43.0,0,1,3.0,3.0,2.0,35,3317.77747050195,1,1,1,2,1074,2243.28827338081,0.880437385070443,7477.200000000001,112,0.63636599145685,0.334545242883399,0
86,50.0,0,2,3.0,1.0,2.0,37,14298.9563671069,1,2,2,3,146,14152.095633161,0.704336379351148,5150.0,75,0.611183227695059,0.0191316374617957,0
87,44.0,1,3,4.0,2.0,1.0,33,2460.49061063204,1,3,1,2,1013,1447.11750893341,0.695169443115528,6663.0,89,0.625733096544006,0.465086926275823,0
88,54.0,1,2,1.0,3.0,1.0,44,1922.64058061074,1,3,2,2,1291,630.737149134914,0.610727383129559,1888.0,36,0.410809291801956,0.706086802518819,0
89,51.0,1,2,3.0,2.0,1.0,38,5086.53983825627,1,2,3,1,1063,4022.54974996377,0.866249445804652,7477.200000000001,90,0.860923979524263,0.313828269161502,0
90,43.0,0,1,1.0,3.0,3.0,29,11213.5969596452,1,4,2,1,1158,10054.6259698381,0.862117695734203,4630.0,87,0.975529217063189,0.101721377600275,0
91,48.0,0,2,3.0,3.0,4.0,38,5564.92293339191,1,3,3,3,0,5564.92293339191,1.04240735579205,1847.0,49,0.63267505949473,0.0,0
92,45.0,0,3,3.0,2.0,1.0,38,3073.93777202392,1,3,3,1,2114,959.621375734411,0.755537808845477,3622.0,66,0.655370688802403,0.754438906840986,0
93,41.0,1,2,1.0,2.0,3.0,34,6288.76502413117,1,4,2,2,1166,5121.98218814111,0.814772227733813,1480.0,22,0.833,0.229946577118876,0
94,51.0,0,2,3.0,2.0,4.0,45,7284.14937964448,1,3,2,2,1271,6013.0965890656,0.586808624170217,2843.0,48,0.351809179412706,0.211303511685076,0
95,37.0,0,0,3.0,2.0,3.0,28,5444.16894213215,1,3,3,2,519,4924.22243777359,0.750820070051788,3228.0,75,0.730560318742788,0.0551658616441421,0
96,59.0,1,0,2.0,2.0,1.0,46,3252.6962386009,1,3,2,2,2105,1146.96004197901,0.440075550576029,1377.0,42,0.568680267003261,0.658642803534243,0
97,39.0,0,2,1.0,2.0,1.0,28,13413.7235195486,1,4,2,2,1008,12405.6547025792,1.02196461102384,3853.0,68,0.768507740931023,0.0752410914752413,0
98,41.0,1,3,3.0,3.0,1.0,35,1696.65103881061,1,5,2,2,814,882.018093030431,1.69795861501826,2379.0,53,1.22324781109716,0.47304424640605,0
99,58.0,0,1,2.0,2.0,2.0,36,3508.06888287068,1,1,2,3,937,2570.37284872284,0.717860224903061,4833.0,76,0.75,0.267059019289713,0
100,50.0,1,2,3.0,3.0,1.0,33,7636.56206883689,1,5,1,2,348,7287.70304404505,0.78296866350176,3899.0,82,0.799003468821829,0.0465365397309841,0
101,48.0,1,3,4.0,3.0,1.0,38,3422.65983685313,1,5,2,1,604,2818.09567666616,0.620400348232554,4000.0,61,0.817630014311015,0.182234383437523,0
102,40.0,1,2,4.0,2.0,3.0,29,4348.80993959061,1,5,2,3,816,3532.61495347052,0.937299626831672,7477.200000000001,84,0.747412764327566,0.375067757475904,0
103,49.0,1,0,2.0,3.0,4.0,41,13336.6538322522,1,3,3,2,1443,11892.8233364383,0.731911248282363,3146.0,58,0.945094351192085,0.10781823029848,0
104,47.0,0,1,1.0,3.0,3.0,41,18825.100000000013,1,3,1,3,1419,22989.4926274419,0.66100713947799,2040.0,55,0.568445502128866,0.102173726720997,0
105,61.0,1,0,1.0,3.0,1.0,48,2948.89780499109,1,4,3,1,1170,1778.41846128585,0.533985916009689,1816.0,41,0.498318195189408,0.414699051261747,0
106,30.0,1,1,2.0,3.0,1.0,19,8634.72538733127,1,5,2,0,1705,6928.77771171014,0.899783624079522,2595.0,68,0.663180471478191,0.200388455133822,0
107,43.0,1,2,2.0,3.0,2.0,33,4770.31739785127,1,1,1,1,2187,2583.2829509331,0.833890524161886,6876.0,84,0.661640293674767,0.52617111151142,0
108,36.0,0,2,2.0,2.0,1.0,24,18825.100000000013,1,4,2,4,923,22742.1736012927,0.735027229034894,3472.0,76,0.696730920386147,0.0377656759844916,0
109,47.0,0,2,4.0,2.0,3.0,41,3947.08899285081,1,4,1,3,1806,2140.75001509685,0.775936710523471,3979.0,74,0.780304908909228,0.640147231793429,0
110,39.0,0,1,3.0,3.0,1.0,36,10730.5738351364,1,5,1,2,102,10628.2199127354,0.590354060894329,1302.0,22,0.706958767836559,0.0161140285995685,0
111,31.0,1,1,3.0,3.0,1.0,26,15249.9449960525,1,1,1,3,1285,13964.5249748309,0.631385185221367,7477.200000000001,124,0.619458783965033,0.0951849877764281,0
112,45.0,1,2,3.0,2.0,1.0,41,6670.8014952345,1,3,2,2,2095,4575.38203401464,0.795351102730131,5212.0,72,0.66909239676728,0.398662794580104,0
113,46.0,1,4,1.0,2.0,2.0,35,5841.50251784776,1,2,2,2,339,5501.76011986809,0.460228113523679,1552.0,41,0.496896583864609,0.0672951288305897,0
114,59.0,1,0,1.0,2.0,1.0,48,5782.29654441919,1,4,2,2,1834,3947.64937444579,0.725731042154891,4747.0,78,0.721336118575229,0.320155368236771,0
115,44.0,1,2,3.0,2.0,1.0,36,1552.75006613481,1,5,3,1,1077,475.343513086589,0.782283074650447,2094.0,36,0.378120656199995,0.679522887548879,0
116,45.0,1,3,3.0,3.0,1.0,38,1852.20913104116,1,3,3,0,469,1382.58173791767,0.47868298312608,2212.0,41,0.404191223522714,0.233524721189903,1
117,37.0,1,4,3.0,2.0,1.0,30,6313.94773932802,1,4,2,3,1687,4626.06442594261,1.03864877900619,2635.0,59,0.741757096411259,0.31772539702397,0
118,31.0,1,1,3.0,3.0,1.0,24,12431.9680210975,1,2,2,2,183,12248.0128072299,0.545050553734877,3650.0,74,0.740798028731596,0.0256350491583342,0
119,47.0,0,3,2.0,3.0,5.0,40,3376.82941173554,1,5,2,3,0,3376.82941173554,0.737201234709435,2606.0,43,0.505072149095492,0.0,1
120,37.0,0,4,2.0,2.0,1.0,33,13924.015479808,1,3,3,4,0,13924.015479808,0.598938099118309,2921.0,48,0.553735114876068,0.0,0
121,55.0,0,3,3.0,2.0,4.0,44,7140.489609806,1,3,3,2,1500,5640.10115519739,0.662270675100816,4666.0,75,0.61657584790769,0.227899463181785,0
122,49.0,1,2,3.0,3.0,4.0,37,6640.13505458942,1,5,3,2,1947,4692.98839928502,0.430349146361986,1302.0,32,0.618527334581751,0.327214059181654,0
123,55.0,0,0,2.0,3.0,1.0,40,2797.67856438748,1,3,2,2,1030,1767.29729313105,0.709348135153603,4124.0,76,0.56689898792602,0.399671651178681,0
124,52.0,0,1,3.0,3.0,1.0,42,7459.33031862079,1,3,1,0,1587,5871.37016572793,0.570817068953554,4778.0,53,0.581325127157779,0.276176904331384,0
125,44.0,1,3,3.0,2.0,3.0,28,6907.90167881509,1,5,2,2,1900,5006.96921264978,0.836125778509551,1400.0,37,0.452667010709624,0.434869060846093,0
126,49.0,0,2,4.0,1.0,3.0,43,3033.33798508722,1,2,1,3,1665,1368.0034148447,0.815587015136349,7477.200000000001,80,0.716348123948865,0.526948819598498,0
127,61.0,0,1,3.0,1.0,3.0,25,2898.51992064122,1,3,1,3,2463,434.770569968487,0.590218536997356,3525.0,56,8.09903329297325,0.891475498611399,0
128,31.0,0,2,3.0,2.0,4.0,36,3359.8744599586,1,2,1,0,1055,2304.37772238152,0.81877417657241,6017.0,84,0.728663211643323,0.296688098480444,0
129,48.0,0,3,4.0,2.0,3.0,43,5145.60732434592,1,5,3,1,1642,3503.50889702838,0.596646916835046,2931.0,56,0.64965933242815,0.364829666214075,0
130,41.0,1,2,4.0,2.0,3.0,35,5477.82591627058,1,4,2,2,928,4549.64451730854,0.371985872950761,3972.0,66,0.41762514247308,0.214394762669583,0
131,57.0,1,0,1.0,2.0,1.0,50,8728.53760123203,1,2,2,2,1132,7595.95393671893,0.87234811160287,3081.0,60,0.945878574345648,0.124779748213716,0
132,55.0,0,3,3.0,2.0,2.0,36,2167.97520494394,1,5,2,1,1726,441.374097255408,0.56621262001946,4348.0,80,0.795319926472006,0.802646789372278,0
133,44.0,1,3,4.0,2.0,2.0,33,4693.79514244546,1,3,2,2,1218,3475.66891542029,0.995355735294501,1847.0,58,0.749979214155007,0.420222403495504,0
134,33.0,1,2,3.0,3.0,1.0,29,10568.7116896539,1,3,1,2,765,9802.7949483983,0.585706018187413,2865.0,48,0.68555547699338,0.0769002309186016,0
135,41.0,1,3,1.0,2.0,2.0,30,18825.100000000013,1,2,2,3,1272,17896.2326472777,0.938758143239034,7477.200000000001,68,7.11321063844969,0.0531296145021195,0
136,52.0,1,3,2.0,3.0,3.0,41,3850.9469992916,1,3,2,2,825,3024.95445607485,0.825175977648458,4095.0,64,0.801092922054274,0.214829872683576,0
137,38.0,0,3,3.0,2.0,2.0,28,14416.547021358,1,5,2,1,1920,12495.5570805659,0.436064915627537,2978.0,69,0.69076933051437,0.133242293508225,0
138,49.0,1,1,2.0,2.0,3.0,31,4679.88940352497,1,2,1,2,945,3734.63677161957,0.707027991101507,5867.0,72,0.850006039806353,0.168301078363645,0
139,45.0,0,4,3.0,2.0,4.0,33,18825.100000000013,1,1,2,2,1201,21832.5612771096,0.712437653895089,7477.200000000001,82,0.62494430764881,0.0428889670578229,0
140,45.0,0,4,2.0,2.0,5.0,31,18825.100000000013,1,1,1,1,1825,32690.0547005862,0.668785031046232,7477.200000000001,95,0.660296835564455,0.0528361746443393,0
141,44.0,0,1,3.0,2.0,1.0,31,18825.100000000013,1,4,1,3,1224,20792.3746886686,1.00911116142903,2200.0,36,0.676434910568893,0.0554976228208514,0
142,35.0,0,0,3.0,2.0,3.0,25,18825.100000000013,1,5,1,1,2284,21876.5323516772,0.906685813897235,2017.0,44,0.716335044067058,0.0947172654234704,0
143,46.0,1,3,3.0,3.0,2.0,37,2739.56705956275,1,1,2,1,1707,1031.92746253916,0.821724492449026,5212.0,77,0.734970481333824,0.644122228550392,0
144,59.0,1,0,3.0,2.0,2.0,53,5264.37013469501,1,6,2,4,1762,3502.02926451137,0.640346316903011,2053.0,41,0.446787081300563,0.333616145547387,0
145,41.0,1,3,4.0,3.0,2.0,32,11520.159953868,1,1,2,1,2117,9402.79353863403,0.621997252347929,2312.0,30,0.317932977548191,0.204417973342012,0
146,54.0,1,0,3.0,2.0,1.0,42,3363.34629061595,1,5,3,1,2123,1239.68584170295,0.945836393091167,1467.0,34,0.850012337269336,0.675695637748632,0
147,43.0,0,3,1.0,2.0,4.0,37,8422.56461055949,1,6,2,1,960,7461.97841960499,0.805253343041745,3620.0,58,1.11447828669936,0.114808023300188,0
148,53.0,0,0,3.0,3.0,4.0,38,4079.96794565573,1,4,2,3,164,3915.92309490822,0.923408407876615,3408.0,66,0.676349533077804,0.112873202485052,0
149,47.0,1,3,2.0,2.0,1.0,36,8945.67010231951,1,3,2,2,749,8195.75375525981,0.750587851927457,5251.0,96,0.591547873518109,0.0801797352202191,0
150,44.0,0,4,3.0,3.0,1.0,36,3031.36216739103,1,1,3,3,0,3031.36216739103,0.751069716629466,4925.0,77,0.725323210070892,0.0,0
151,39.0,0,2,3.0,3.0,4.0,22,10345.6539078055,1,3,3,2,1848,8497.06609125871,1.11429492866208,1696.0,29,0.842273428450564,0.1938312845505,0
152,54.0,0,2,2.0,3.0,4.0,35,18825.100000000013,1,2,2,2,91,33341.0503144405,0.406080602400076,1403.0,40,0.218493812145926,0.0133788177946184,0
153,36.0,1,1,2.0,3.0,1.0,29,2481.99911180425,1,3,2,2,1748,733.722830558351,1.38833195242282,2746.0,58,1.08174800155956,0.702283980033393,0
154,45.0,1,2,2.0,3.0,3.0,36,18825.100000000013,1,1,1,2,1224,20256.8117523807,0.83283041456363,7477.200000000001,99,0.724207263234838,0.0555423963590924,0
155,45.0,1,1,3.0,2.0,1.0,40,18825.100000000013,1,4,2,0,2285,18453.5125022487,0.756573359434067,1429.0,38,0.618036731108488,0.127243396155128,0
156,37.0,0,2,2.0,2.0,2.0,29,12918.3333518538,1,5,2,3,2357,10561.2336979165,0.908473588723044,7477.200000000001,76,0.99366417316412,0.173247292800318,0
157,48.0,1,3,3.0,2.0,1.0,40,2493.50601124565,1,5,2,1,1428,1064.9320243188,0.735970341579945,1302.0,30,0.47750403401765,0.583873457407765,0
158,44.0,1,3,3.0,3.0,1.0,34,4233.6057922661,1,2,2,1,1775,2458.38685885906,0.900485288417946,3528.0,69,0.800295742940503,0.552929764181962,0
159,56.0,0,2,2.0,3.0,3.0,45,2328.34740594071,1,5,2,4,1604,724.073737476799,0.74718681697873,1950.0,43,0.762386747965838,0.690785689638253,0
160,42.0,0,4,2.0,3.0,3.0,25,12327.782266436,1,4,1,3,1431,10895.8950689094,0.524366727382405,1946.0,43,0.716989201145935,0.120439110072327,0
161,48.0,0,4,2.0,3.0,1.0,37,1655.56154029131,1,3,2,3,0,1655.56154029131,0.639481819204512,1978.0,50,0.848444796484866,0.0,1
162,55.0,1,1,1.0,3.0,4.0,44,2436.35544255323,1,3,1,1,756,1679.68171843051,0.728097487782495,4315.0,81,0.709536103729624,0.375608153040677,0
